WAY_ID;TRANSPORT_ID;CODE;NAME;NAME_SHORT
1560;2;6787;787 коммерческий автобус;КА_787
1561;2;6815;815 коммерческий автобус;КА_815
1562;2;6824;824 коммерческий автобус;КА_824
1563;2;6827;827 коммерческий автобус;КА_827
1564;2;6845;845 коммерческий автобус;КА_845
1565;2;6853;853 коммерческий автобус;КА_853
1566;2;6877;877 коммерческий автобус;КА_877
1567;2;6888;888 коммерческий автобус;КА_888
1568;2;6904;704к коммерческий автобус;КА_704к
1569;2;6907;с7 коммерческий автобус;КА_с7
1570;2;6914;714к коммерческий автобус;КА_714к
1571;2;6941;641 коммерческий автобус;КА_641
1572;2;6945;145к коммерческий автобус;КА_145к
1573;2;6953;953 коммерческий автобус;КА_953
1574;2;6957;957 коммерческий автобус;КА_957
1575;2;6965;965 коммерческий автобус;КА_965
1576;2;6967;967 коммерческий автобус;КА_967
1577;2;6969;469к коммерческий автобус;КА_469к
1578;2;6974;974 коммерческий автобус;КА_974
1579;2;6975;975 коммерческий автобус;КА_975
1580;2;6977;977 коммерческий автобус;КА_977
1581;2;6981;981 коммерческий автобус;КА_981
1582;2;6987;987 коммерческий автобус;КА_987
1583;2;6991;691 коммерческий автобус;КА_691
1584;2;6994;994 коммерческий автобус;КА_994
1585;2;7001;м1 автобус;А_м1
1586;2;7002;м2 автобус;А_м2
1587;2;7003;м3 автобус;А_м3
1588;4;7004;м4 троллейбус;Тб_м4
1589;2;7005;м5 автобус;А_м5
1590;2;7006;м6 автобус;А_м6
1591;4;7007;м7 троллейбус;Тб_м7
1592;4;7008;м8 троллейбус;Тб_м8
1593;2;7009;м9 автобус;А_м9
1594;2;7010;м10 автобус;А_м10
1595;2;7050;м50 автобус;А_м50
1596;2;7108;м8 автобус;А_м8
1597;2;7200;Тула01 автобус;А_Тула01
1598;3;7304;4 трамвай;Тр_4
1599;3;7327;27к трамвай;Тр_27к
1600;4;7404;м4к троллейбус;Тб_м4к
1601;4;7707;м7к троллейбус;Тб_м7к
1602;4;7770;70к троллейбус;Тб_70к
1603;2;8888;Музей Московского Транспорта;Музей
1604;2;9831;983 автобус;А_983
1605;3;9999;Пилотный маршрут;Тест_4_знака
1625;2;73;73 автобус;А_73
1626;2;91;91 автобус;А_91
1627;2;404;1с автобус;А_1с
1628;5;1009;К электробус;Э_К
1629;2;1013;н13 автобус;А_н13
1630;2;1048;48к автобус;А_48к
1631;2;1072;м72 автобус;А_м72
1632;5;1091;91к электробус;Э_91к
1633;2;1098;ДП98 автобус;А_ДП98
1634;2;1114;т14к автобус;А_т14к
1635;2;1116;О16 автобус;А_О16
1636;2;1127;О27 автобус;А_О27
1637;5;1142;т42 электробус;Э_т42
1638;5;1183;т83 электробус;Э_Т83
1639;2;1191;ДП91 автобус;А_ДП91
1640;2;1206;О6 автобус;А_О6
1641;2;1209;П209 автобус;А_П209
1642;2;1210;О10 автобус;А_О10
1643;5;1216;м16 электробус;Э_м16
1644;5;1217;м17 электробус;Э_м17
1645;5;1218;т18 электробус;Э_т18
1646;2;1235;м35 автобус;А_м35
1647;2;1259;т59к автобус;А_т59к
1648;5;1266;266 электробус;Э_266
1649;2;1312;Н12 автобус;А_Н12
1650;2;1322;322 автобус;А_322
1651;2;1337;337 автобус;А_337
1652;2;1339;Т39К автобус;А_Т39К
1653;2;1344;с344 автобус;А_с344
1654;2;1345;345 автобус;А_345
1655;2;1347;О47 автобус;А_О47
1656;2;1366;166к автобус;А_166к
1657;2;1369;с369 автобус;А_с369
1658;2;1379;379 автобус;А_379
1659;2;1412;О12 автобус;А_О12
1660;2;1434;434 автобус;А_434
1661;2;1499;499 автобус;А_499
1662;2;1509;О9 автобус;А_О9
1663;2;1515;П115 автобус;А_П115
1664;2;1524;524 автобус;А_524
1665;2;1532;с532 автобус;А_с532
1666;2;1534;Э34 автобус;А_Э34
1667;2;1539;539 автобус;А_539
1668;2;1557;557 автобус;А_557
1669;5;1607;М7 электробус;Э_М7
1670;2;1615;н15 автобус;А_н15
1671;2;1800;800к автобус;А_800к
1672;2;1864;864 автобус;А_864
1673;2;1888;888 автобус;А_888
1674;2;1897;897 автобус;А_897
1675;2;1903;903к автобус;А_903к
1676;2;1913;913 автобус;А_913
1677;2;1921;921 автобус;А_921
1678;2;1933;933 автобус;А_933
1679;2;1938;938 автобус;А_938
1680;2;1944;944 автобус;А_944
1681;2;1947;947 автобус;А_947
1682;2;1948;948 автобус;А_948
1683;2;1968;968 автобус;А_968
1684;2;1975;975 автобус;А_975
1685;2;1980;980 автобус;А_980
1686;2;1984;984 автобус;А_984
1687;2;1993;993 автобус;А_993
1688;2;1994;994 автобус;А_994
1689;5;2003;м3к электробус;Э_м3к
1690;2;2004;МЦ3 автобус;А_МЦ3
1691;2;2019;м19 автобус;А_м19
1692;2;2040;м40 автобус;А_м40
1693;5;2053;м53 электробус;Э_м53
1694;2;2077;м77 автобус;А_м77
1695;2;2078;м78 автобус;А_м78
1696;2;2079;м79 автобус;А_м79
1697;2;2082;м82 автобус;А_м82
1698;2;2083;м83 автобус;А_м83
1699;2;2084;м84 автобус;А_м84
1700;2;2086;м86 автобус;А_м86
1701;2;2087;м87 автобус;А_м87
1702;2;2088;м88 автобус;А_м88
1703;2;2090;м90 автобус;А_м90
1704;2;2095;м95 автобус;А_м95
1705;2;2096;м96 автобус;А_м96
1706;2;2097;м97 автобус;А_м97
1707;2;2126;126к автобус;А_126к
1708;2;2238;238к автобус;А_238к
1709;2;2417;417 автобус;А_417
1710;2;2871;871э автобус;А_871э
1711;2;2874;874 автобус;А_874
1712;2;2888;888К автобус;А_888К
1713;2;3017;17э автобус;А_17э
1714;2;3083;т83 автобус;А_т83
1715;2;3163;с163 автобус;А_с163
1716;5;3174;с174 электробус;Э_с174
1717;5;3205;205 электробус;Э_205
1718;2;3216;с216 автобус;А_с216
1719;2;3249;с249 автобус;А_с249
1720;2;3263;с263 автобус;А_с263
1721;2;3339;с339 автобус;А_с339
1722;2;3364;с364 автобус;А_с364
1723;2;3453;с453 автобус;А_с453
1724;2;3484;С484 автобус;А_С484
1725;5;3510;с510 электробус;Э_с510
1726;2;3511;С511 автобус;А_С511
1727;5;3538;с538 электробус;Э_с538
1728;2;3543;с543 автобус;А_с543
1729;2;3585;с585 автобус;А_с585
1730;2;3604;с604 автобус;А_с604
1731;2;3633;с633 автобус;А_с633
1732;2;3663;с663 автобус;А_с663
1733;2;3710;с710 автобус;А_с710
1734;2;3755;с755 автобус;А_с755
1735;2;3768;с768 автобус;А_с768
1736;2;3790;с790 автобус;А_с790
1737;2;3795;с795 автобус;А_с795
1738;2;3806;с806 автобус;А_с806
1739;2;3809;с809 автобус;А_с809
1740;2;3810;с810 автобус;А_с810
1741;2;3811;С811 автобус;А_С811
1742;2;3819;с819 автобус;А_с819
1743;2;3820;с820 автобус;А_с820
1744;2;3823;с823 автобус;А_с823
1745;2;3827;с827 автобус;А_с827
1746;2;3835;с835 автобус;А_с835
1747;2;3838;с838 автобус;А_с838
1748;2;3839;с839 автобус;А_с839
1749;2;3848;с848 автобус;А_с848
1750;2;3850;с850 автобус;А_с850
1751;2;3856;с856 автобус;А_с856
1752;2;3867;с867 автобус;А_с867
1753;2;3869;с869 автобус;А_с869
1754;2;3891;с891 автобус;А_с891
1755;2;3908;с908 автобус;А_с908
1756;2;3910;с910 автобус;А_с910
1757;2;3914;с914 автобус;А_с914
1758;2;3916;с916 автобус;А_с916
1759;2;3918;с918 автобус;А_с918
1760;2;3919;с919 автобус;А_с919
1761;2;3924;с924 автобус;А_с924
1762;2;3932;с932 автобус;А_с932
1763;2;3935;с935 автобус;А_с935
1764;2;3941;с941 автобус;А_с941
1765;2;3949;с949 автобус;А_с949
1766;2;3960;с960 автобус;А_с960
1767;2;3962;с962 автобус;А_с962
1768;2;3970;с970 автобус;А_с970
1769;2;3986;с986 автобус;А_с986
1770;2;3988;с988 автобус;А_с988
1771;2;3997;с997 автобус;А_с997
1772;5;4000;Sk1 электробус;Э_Sk1
1773;5;4012;м2 электробус;Э_м2
1774;5;4013;Т13 электробус;Э_Т13
1775;5;4017;17 электробус;Э_17
1776;5;4018;18 электробус;Э_18
1777;5;4026;926 электробус;Э_926
1778;5;4029;с929 электробус;Э_с929
1779;5;4031;м31 электробус;Э_м31
1780;5;4032;м32 электробус;Э_м32
1781;5;4033;33 электробус;Э_33
1782;5;4041;т41 электробус;Э_т41
1783;5;4051;с951 электробус;Э_с951
1784;5;4052;т52 электробус;Э_т52
1785;5;4053;т53 электробус;Э_т53
1786;5;4059;е59 электробус;Э_е59
1787;5;4075;т75 электробус;Э_т75
1788;5;4092;92 электробус;Э_92
1789;5;4101;101 электробус;Э_101
1790;5;4104;н4 электробус;Э_н4
1791;5;4135;135 электробус;Э_135
1792;5;4154;154 электробус;Э_154
1793;5;4167;167 электробус;Э_167
1794;5;4170;170 электробус;Э_170
1795;5;4171;171 электробус;Э_171
1796;5;4239;239 электробус;Э_239
1797;5;4258;258 электробус;Э_258
1798;5;4276;276 электробус;Э_276
1799;5;4297;297 электробус;Э_297
1800;5;4351;351 электробус;Э_351
1801;5;4353;353 электробус;Э_353
1802;5;4447;447 электробус;Э_447
1803;5;4511;с511 электробус;Э_с511
1804;5;4529;529 электробус;Э_529
1805;5;4536;536 электробус;Э_536
1806;5;4563;563 электробус;Э_563
1807;5;4637;637 электробус;Э_637
1808;5;4705;705 электробус;Э_705
1809;5;4706;706 электробус;Э_706
1810;5;4723;723 электробус;Э_723
1811;5;4763;763 электробус;Э_763
1812;5;4803;803 электробус ;Э_803
1813;5;4811;с811 электробус;Э_с811
1814;5;4836;836 электробус;Э_836
1815;5;4842;842 электробус;Э_842
1816;5;4871;871 электробус;Э_871
1817;5;4874;874К электробус;Э_874К
1818;5;4875;873 электробус;Э_873
1819;5;4876;875 электробус;Э_875
1820;5;4883;883 электробус;Э_883
1821;5;4909;909 электробус;Э_909
1822;5;4920;с920 электробус;Э_с920
1823;5;4929;929 электробус;Э_929
1824;2;5000;КЭ автобус;А_КЭ
1825;2;5010;е10 автобус;А_е10
1826;2;5012;е12 автобус;А_е12
1827;2;5030;е30 автобус;А_е30
1828;2;5041;е41 автобус;А_е41
1829;2;5070;е70 автобус;А_е70
1830;2;5080;е80 автобус;А_е80
1831;2;5085;е85 автобус;А_е85
1832;2;5091;е91 автобус;А_е91
1833;2;5129;е29 автобус;А_е29
1834;5;5153;53 электробус;Э_53
1835;2;6132;132 коммерческий автобус;КА_132
1836;2;6151;151к коммерческий автобус;КА_151к
1837;2;6155;155к коммерческий автобус;КА_155к
1838;2;6214;214 коммерческий автобус;КА_214
1839;2;6219;219 коммерческий автобус;КА_219
1840;2;6291;291 коммерческий автобус;КА_291
1841;2;6299;е99 коммерческий автобус;КА_е99
1842;2;6321;с321 коммерческий автобус;КА_с321
1843;2;6341;341 коммерческий автобус;КА_341
1844;2;6356;с356 коммерческий автобус;КА_с356
1845;2;6360;360 коммерческий автобус;КА_360
1846;2;6366;366 коммерческий автобус;КА_366
1847;2;6371;371 коммерческий автобус;КА_371
1848;2;6414;414 коммерческий автобус;КА_414
1849;2;6488;488 коммерческий автобус;А_488
1850;2;6599;599 коммерческий автобус;КА_599
1851;2;6708;708 коммерческий автобус;КА_708
1852;2;6713;713 коммерческий автобус;КА_713
1853;2;6740;740 коммерческий автобус;КА_740
1854;2;6761;761 коммерческий автобус;КА_761
1855;2;6770;770 коммерческий автобус;КА_770
1856;2;6780;780 коммерческий автобус;КА_780
1857;2;6797;с797 коммерческий автобус;А_с797
1858;2;6799;с799 коммерческий автобус;КА_с799
1859;2;6854;с854 коммерческий автобус;КА_с854
1860;2;6870;870 коммерческий автобус;КА_870
1861;2;6894;с894 коммерческий автобус;КА_с894
1862;2;6913;с613 коммерческий автобус;КА_с613
1863;2;6922;922 коммерческий автобус;КА_922
1864;2;6944;944 коммерческий автобус;КА_944
1865;2;6978;с977 коммерческий автобус;А_с977
1866;2;6989;с9 коммерческий автобус;КА_с9
1867;2;6990;990 коммерческий автобус;А_990
1868;2;6995;945 коммерческий автобус;КА_945
1869;2;6996;206 коммерческий автобус;КА_206
1870;2;7201;МО1 автобус;А_МО1
1871;2;7202;КнА01 автобус;А_КнА01
1872;2;7203;СОЛ01 автобус;А_СОЛ01
1873;2;7204;Пе01 автобус;А_Пе01
1874;2;7205;Со1 автобус;А_Со1
1875;2;7206;Яр01 автобус;А_Яр01
1876;2;7207;СВР01;А_СВР01
1877;2;7208;МТА01 автобус;А_МТА01
1878;2;7209;Ме01 автобус;А_Ме01
1879;2;7210;НП01 автобус;А_НП01
1880;2;7211;Ор01 автобус;А_Ор01
1881;2;7212;Егр01 автобус;А_Егр01
1882;2;7213;Ка01 автобус;А_Ка01
1883;2;7214;Тс01 автобус;А_Тс01
1884;2;7215;Ро01 автобус;А_Ро01
1885;2;7216;Гу01 автобус;А_Гу01
1886;2;7217;КС01 автобус;А_КС01
1887;2;7218;ГТ01 автобус;А_ГТ01
1888;2;7219;ХТ01 автобус;А_ХТ01
1889;2;7220;ТЭ01 автобус;А_ТЭ01
1890;2;7221;КА01 автобус;А_КА01
1891;2;7222;НУ01 автобус;А_НУ01
1892;2;7223;ЛТ01 автобус;А_ЛТ01
1893;2;7224;ТБ01 автобус;А_ТБ01
1894;2;7225;ТВ01 Автобус;А_ТВ01
1895;2;7226;КБР01 Автобус;А_КБР01
1896;2;7227;ИРК01 автобус;А_ИРК01
1897;2;7228;ОРЛ01 Автобус;А_ОРЛ01
1898;2;7229;ФСВ01 Автобус;А_ФСВ01
1899;2;7230;ТИ01 Автобус;А_ТИ01
1900;2;7231;АЛ01 Автобус;А_АЛ01
1901;2;7232;ЛТА01 Автобус;А_ЛТА01
1902;2;7233;МОЭТ01 Автобус;А_МОЭТ
1903;2;7234;Ок01 автобус;А_Ок01
1904;2;7235;Гл01 автобус;А_Гл01
1905;2;7236;ВИТ01 автобус;А_ВИТ01
1906;2;7237;Пу01 автобус;А_Пу01
1907;2;7238;Тб01 автобус;А_Тб01
1908;2;7239;То01 автобус;А_То01
1909;2;7240;Фа01 автобус;А_Фа01
1910;2;7241;Ос01 автобус;А_Ос01
1911;2;7242;СТ01 автобус;А_СТ01
1912;2;7243;ТК01 автобус;А_ТК01
1913;2;7244;АЛМ01 автобус;А_АЛМ01
1914;2;7245;ПТ01 автобус;А_ПТ01
1915;2;7246;Им01 автобус;А_Им01
1916;2;7247;Вл01 автобус;А_Вл01
1917;2;7248;ДМ01 автобус;А_ДМ01
1918;2;7249;В01 автобус;А_В01
1919;2;7250;Ве01 автобус;А_Ве01
1920;2;7251;Ру01 автобус;А_Ру01
1921;2;7252;ЛО01 автобус;А_ЛО01
1922;2;7253;РАД01 Автобус;А_РАД01
1923;2;7254;БЭ01 автобус;А_БЭ01
1924;2;7255;Ал01 автобус;А_Ал01
1925;2;7256;Ло01 автобус;А_Ло01
1926;2;7257;ГЕА01 автобус;А_ГЕА01
1927;2;7258;Х01 автобус;А_Х01
1928;2;7259;ДВВ01 автобус;А_ДВВ01
1929;2;7260;СП01 автобус;А_СП01
1930;2;7261;ПТА01 автобус;А_ПТА01
1931;2;7262;Стан01 автобус;А_Стан01
1932;2;7263;П01 автобус;А_П01
1933;2;7264;СНА01 автобус;А_СНА01
1934;2;7265;ЕАВ01 автобус;А_ЕАВ01
1935;2;7266;Бу01 автобус;А_Бу01
1936;2;7267;АЛи01 автобус;А_АЛи01
1937;2;7268;ЛАН01 автобус;А_ЛАН01
1938;2;7269;ДЕН01 автобус;А_ДЕН01
1939;2;7270;ЕДВ01 автобус;А_ЕДВ01
1940;2;7271;ЛИС01 автобус;А_ЛИС01
1941;2;7272;ЛОБ01 автобус;А_ЛОБ01
1942;2;7273;НАФ01 автобус;А_НАФ01
1943;2;7274;МЕС01 автобус;А_МЕС01
1944;2;7275;МАН01 автобус;А_МАН01
1945;2;7276;РА01 автобус;А_РА01
1946;2;7277;РАв01 автобус;А_РАв01
1947;2;7278;СВА01 автобус;А_СВА01
1948;2;7279;ТАП01 автобус;А_ТАП01
1949;2;7280;КБ01 автобус;А_КБ01
1950;2;7281;ТрИ01 автобус;А_ТрИ01
1951;2;7282;Тр01 автобус;А_Тр01
1952;2;7283;ГА01 автобус;А_ГА01
1953;2;7284;Тра01 автобус;А_Тра01
1954;2;7285;ОВС01 автобус;А_ОВС01
1955;2;7286;Ю01 автобус;А_Ю01
1956;2;7287;ИЕА01 автобус;А_ИЕА01
1957;2;7288;ЧАЕ01 автобус;А_ЧАЕ01
1958;2;7289;АМ01 автобус;А_АМ01
1959;2;7290;ЭП01 автобус;А_ЭП01
1960;2;7291;АвМ01 автобус;А_АвМ01
1961;2;7292;АТ01 автобус;А_АТ01
1962;2;7293;КП01 автобус;А_КП01
1963;2;7294;Кон01 автобус;А_Кон01
1964;2;7295;ИГИ01 автобус;А_ИГИ01
1965;2;7296;ЯДА01 автобус;А_ЯДА01
1966;2;7297;ФП01 автобус;А_ФП01
1967;2;7298;По01 автобус;А_По01
1968;2;7299;Ко01 автобус;А_Ко01
1969;2;7300;КЗ01 автобус;А_КЗ01
1970;2;7301;РИА01 автобус;А_РИА01
1971;2;7302;ЦМЮ01 автобус;А_ЦМЮ01
1972;2;7303;ТИВ01 автобус;А_ТИВ01
1973;2;7305;ДАВ01 автобус;А_ДАВ01
1974;2;7306;ТМ01 автобус;А_ТМ01
1975;2;7307;ИТ01 автобус;А_ИТ01
1976;2;7308;НПК01 автобус;А_НПК01
1977;2;7309;ДЛ01 автобус;А_ДЛ01
1978;2;7310;ЖЛВ01 автобус;А_ЖЛВ01
1979;2;7311;Маг01 автобус;А_Маг01
1980;2;7312;НПА01 автобус;А_НПА01
1981;2;7313;РЭ01 автобус;А_РЭ01
1982;2;7314;АК01 автобус;А_АК01
1983;2;7315;АНМ01 автобус;А_АНМ01
1984;2;7316;ИАЕ01 автобус;А_ИАЕ01
1985;2;7317;Г01 автобус;А_Г01
1986;2;7318;АГА01 автобус;А_АГА01
1987;2;7319;АТМ01 автобус;А_АТМ01
1988;2;7320;Ст01 автобус;А_Ст01
1989;2;7321;ЭТ01 автобус;А_ЭТ01
1990;2;7322;ФЭ01 автобус;А_ФЭ01
1991;2;7323;РДГ01 автобус;А_РДГ01
1992;2;7324;ГрА01 автобус;А_ГрА01
1993;2;7325;Кл01 автобус;А_Кл01
1994;2;7326;АМо01 автобус;А_АМо01
1995;2;7328;АХ01 автобус;А_АХ01
1996;2;7329;РТ01 автобус;А_РТ01
1997;2;7330;ВНА01 автобус;А_ВНА01
1998;2;7331;СкТ01 автобус;А_СкТ01
1999;2;7332;АТр01 автобус;А_АТр01
2000;2;7333;Кла01 автобус;А_Кла01
2001;2;7334;КлН01 автобус;А_КлН01
2002;2;7335;Сп01 автобус;А_Сп01
2003;2;7336;КАВ01 автобус;А_КАВ01
2004;2;7337;СВВ01 автобус;А_СВВ01
2005;2;7338;ДТА01 автобус;А_ДТА01
2006;2;7339;ТЛП01 автобус;А_ТЛП01
2007;2;7340;СК01 автобус;А_СК01
2008;2;7341;НСК01 автобус;А_НСК01
2009;2;7342;Наз01 автобус;А_Наз01
2010;2;7343;АГ01 автобус;А_АГ01
2011;2;7344;ВЛ01 автобус;А_ВЛ01
2012;2;7345;АК01 автобус;А_АКЗ01
2013;2;7346;ТА01 автобус;А_ТА01
2014;2;7347;АТС01 автобус;А_АТС01
2015;2;7348;ВА01 автобус;А_ВА01
2016;2;7349;АТЛ01 автобус;А_АТЛ01
2017;2;7350;АЭ01 автобус;А_АЭ01
2018;2;7351;Ми01 автобус;А_Ми01
2019;2;7352;АМТ01 автобус;А_АМТ01
2020;2;7353;Стф01 автобус;А_Стф01
2021;2;7354;РдТ01 автобус;А_РдТ01
2022;2;7355;Сф01 автобус;А_Сф01
2023;2;7356;АР01 автобус;А_АР01
2024;2;7357;СДТ01 автобус;А_СДТ01
2025;2;7358;АКо01 автобус;А_АКо01
2026;2;7359;Кст01 автобус;А_Кст01
2027;2;7360;Тск01 автобус;А_Тск01
2028;2;7361;РСТ01 автобус;А_РСТ01
2029;2;7362;ТСТ01 автобус;А_ТСТ01
2030;2;7363;СТАР01 автобус;А_СТАР01
2031;2;7364;УАМ01 автобус;А_УАМ01
2032;2;7365;ГМО01 автобус;А_ГМО01
2033;2;7366;ЛюТ01 автобус;А_ЛюТ01
2034;2;7367;Т21В01 автобус;А_Т21В01
2035;2;7368;АвЛ01 автобус;А_АвЛ01
2036;2;7369;АЛТр01 автобус;А_АЛТр01
2037;2;7370;Ав01 автобус;А_Ав01
2038;2;7371;АЛТ01 автобус;А_АЛТ01
2039;2;7372;АМа01 автобус;А_АМа01
2040;2;7373;АвТ01 автобус;А_АвТ01
2041;2;7374;ВЯ01 автобус;А_ВЯ01
2042;2;7375;КрА01 автобус;А_КрА01
2043;2;7376;КрЛ01 автобус;А_КрЛ01
2044;2;7377;ТМг01 автобус;А_ТМг01
2045;2;7378;ТрАТ01 автоус;А_ТрАТ01
2046;2;7379;АН01 автобус;А_АН01
2047;2;7380;НУр01 автобус;А_НУр01
2048;2;7381;А_ГАл01 автобус;А_ГАл01
2049;2;7382;А_Ке01 автобус;А_Ке01
2050;2;7383;А_НСК02 Новосибирск (СбТ);А_НСК02
2051;2;7384;КБСТ01 автобус;А_КБСТ01
2052;2;7385;ТБс01 автобус;А_ТБс01
2053;2;7386;АНо01 автобус;А_АНо01
2054;2;7388;З01 автобус;А_З01
2055;2;7389;КТК01 автобус;А_КТК01
2056;2;7390;КАв01 автобус;А_КАв01
2057;2;7391;КАП01 автобус;А_КАП01
2058;2;7392;БСК01 автобус;А_БСК01
2059;2;7393;АЛСТ01 автобус;А_АЛСТ01
2060;2;7394;РТСТ01 автобус;А_РТСТ01
2061;2;7395;КЗСТ01 автобус;А_КЗСТ01
2062;2;7396;А_ХКСТ01 автобус;А_ХКСТ01
2063;2;7397;А_АрСТ01 автобус;А_АрСТ01
2064;2;7398;А_СарСТ01 автобус;А_СарСТ01
2065;2;7399;А_ОрСТ01 автобус;А_ОрСТ01
2066;2;7400;ТМТ01 автобус;А_ТМТ01
2067;2;7401;ПКСбТ01 автобус;А_ПКСбТ01
2068;2;7402;ПСбТ01 автобус;А_ПСбТ01
2069;2;7403;ВСбТ01 автобус;А_ВСбТ01
2070;2;7405;КрСТ01 автобус;А_КрСТ01
2071;2;7406;172Р01 автобус;А_172Р01
2072;2;7407;БурСбТ01 автобус;А_БурСбТ01
2073;2;7408;ЯСбТ01 автобус;А_ЯСбТ01
2074;2;7409;УСбТ01 автобус;А_УСбТ01
2075;2;7410;КирСбТ01 автобус;А_КирСбТ01
2076;2;7411;НчкСбТ01 автобус;А_НчкСбТ01
2077;2;7412;ВжСбТ01 автобус;А_ВжСбТ01
2078;2;7413;РзСбТ01 автобус;А_РзСбТ01
2079;2;7414;ТСбТ01 автобус;А_ТСбТ01
2080;2;7415;УлСбТ01 автобус;А_УлСбТ01
2081;2;7416;ОЛВ01 автобус;А_ОЛВ01
2082;2;7417;ГСП01 автобус;А_ГСП01
2083;2;7418;ТыСбТ01 автобус;А_ТыСбТ01
2084;2;7419;УдСбТ01 автобус;А_УдСбТ01
2085;2;7420;ОрСбТ01 автобус;А_ОрСбТ01
2086;2;7421;КСбТ01 автобус;А_КСбТ01
2087;2;7422;Хак01 автобус;А_Хак01
2088;2;7423;СтП01 автобус;А_СтП01
2089;2;7424;ЛИКС01 автобус;А_ЛИКС01
2090;2;7425;КГСбТ01 автобус;А_КГСбТ01
2091;2;7426;ДонСбТ01 автобус;А_ДонСбТ01
2092;2;7427;МЭСбТ01 автобус;А_МЭСбТ01
2093;2;7428;ТИнж01 автобус;А_ТИнж01
2094;2;7429;ПС01 автобус;А_ПС01
2095;2;7430;ПК01 автобус;А_ПК01
2096;2;7440;МЖГ01 автобус;А_МЖГ01
2097;2;7441;ЧСбТ01 автобус;А_ЧСбТ01
2098;2;7442;ИрСбТ01 автобус;А_ИрСбТ01
2099;2;7443;КовСбТ01 автобус;А_КовСбТ01
2100;2;7444;ЙоСбТ01 автобус;А_ЙоСбТ01
2101;2;7699;СЗП01;А_СЗП01
2102;2;7711;1011 автобус СЗП;А_СЗП1011
2103;2;7722;422 автобус СЗП;А_СЗП422
2104;2;7750;50 автобус СЗП;А_СЗП50
2105;2;8884;Моторы Войны Экс Л6;МВ_ЭЛ6
2106;2;8885;Моторы Войны Экс П6Л12;МВ_ЭП6Л12
2107;2;8886;Моторы Войны Экс П12Л25;МВ_ЭП12Л25
2108;2;8887;Моторый Войны Экс П25;МВ_ЭП25
2109;2;8889;Музей Льготный;Музей_Л
2110;2;8890;Музей Семейный;Музей_С
2111;2;9990;Тест_ММ_01;Тест_ММ_01
2112;2;9991;Тест_Сбер;Тест_Сбер
2113;2;9992;Тест_ММ_02;Тест_ММ_02
2114;2;9993;Тест_ПП_01;Тест_ПП_01
2115;2;9994;Тест_ПП_02;Тест_ПП_02
2116;2;9995;Тест_ЦИК;Тест_ЦИК
2117;2;9996;Тест_ПП_03;Тест_ПП_03
2118;2;9998;ТТМ автобус;А_ТТМ
2120;2;7445;СРП01 автобус;А_СРП01
2121;2;7446;ФОГ01 автобус;А_ФОГ01
2122;2;7447;ПРК01 автобус;А_ПРК01
2123;2;7448;Крг01 автобус;А_Крг01
2124;2;7449;Пск01 автобус;А_Пск01
2125;2;8200;МРк01 автобус;А_МРк01
2126;2;8201;ХМА01 автобус;А_ХМА01
2127;2;8202;ТАК 01 автобус;А_ТАК01
2128;5;2102;Ш2 электробус;Э_Ш2
2129;5;3104;104 электробус;Э_104
2130;5;4006;н6 электробус;Э_н6
2131;5;4009;н9 электробус;Э_н9
2132;5;4014;14 электробус;Э_14
2133;5;4074;т74 электробус;Э_т74
2134;5;4102;2 электробус;Э_2
2135;5;4103;с3 электробус;Э_с3
2136;5;4109;м9 электробус;Э_м9
2137;5;4111;с11 электробус;Э_с11
2138;5;4112;н12 электробус;Э_н12
2139;5;4136;136 электробус;Э_136
2140;5;4142;142 электробус;Э_142
2141;5;4203;С3К электробус;Э_С3К
2142;5;4210;210 электробус;Э_210
2143;5;4240;240 электробус;Э_240
2144;5;4244;244 электробус;Э_244
2145;5;4252;252 электробус;Э_252
2146;5;4301;301 электробус;Э_301
2147;5;4303;м3 электробус;Э_м3
2148;5;4328;328 электробус;Э_328
2149;5;4337;ЗЗ7 электробус;Э_337
2150;5;4356;356 электробус;Э_356
2151;5;4560;560 электробус;Э_560
2152;5;4570;570 электробус;Э_570
2153;5;4613;с613 электробус;Э_с613
2154;5;4625;625 электробус;Э_625
2155;5;4644;644 электробус;Э_644
2156;5;4646;646 электробус;Э_646
2157;5;4685;685 электробус;Э_685
2158;5;4762;762 электробус;Э_762
2159;5;4773;773 электробус;Э_773
2160;5;4792;792 электробус;Э_792
2161;5;4806;с806 электробус;Э_с806
2162;5;4807;807 электробус;Э_807
2163;5;4846;846 электробус;Э_846
2164;5;4885;885 электробус;Э_885
2165;5;4906;906 электробус;Э_906
2166;5;4925;925 электробус;Э_925
2167;5;4930;930 электробус;Э_930
2168;5;4959;959 электробус;Э_959
2169;5;4974;974 электробус;Э_974
2170;2;6027;т27 коммерческий автобус;КА_т27
2171;2;6035;35 коммерческий автобус;А_35
2172;2;6038;т38 коммерческий автобус;КА_т38
2173;2;6118;с18 автобус (контракт);ГКА_с18
2174;2;6146;446 автобус (контракт);ГКА_446
2175;2;6147;147 автобус (контракт);ГКА_147
2176;2;6169;967 автобус (контракт);ГКА_967
2177;2;6173;173 коммерческий автобус;КА_173
2178;2;6186;485 автобус (контракт);ГКА_485
2179;2;6280;870 автобус (контракт);ГКА_870
2180;2;6685;685 коммерческий автобус;КА_685
2181;2;6717;717 коммерческий автобус;КА_717
